id,route,location,url,avg_stars,route_type,rating,pitches,length,area_latitude,area_longitude, desc, protection, num_votes
15875,Up your Buttress,Confederate Cracks > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/107329265/up-your-buttress,3.5,Trad,5.10a,1,70.0,36.00132,-93.29346,This varied climb requires a wide range of skills.Start by scambling to the top of the obvious block. Climb up the dihedral~through the chimney and into the crux hand and finger crack gaurding the anchors.   Description from Cole Fennels Rock Climbing Arkansas,Rack to #4 camalot although i found the 5 usefull,44
15876,White Lightening,Natural Disaster Area > Jamestown Crag > Arkansas,https://www.mountainproject.com/route/106407966/white-lightening,2.9,Sport,5.10a,1,45.0,35.6604,-91.7539,On arête just to the right of Heat Wave,4 Bolts & Anchors,14
15877,Whoa nelly,Dardanelle Rock > Arkansas,https://www.mountainproject.com/route/108159046/whoa-nelly,3.0,Sport,5.10a,1,50.0,35.23714000000001,-93.16375,Hard start fun finish. Named after the best dog in the world.,Bolts,6
15878,Wormhole,Candy Mountain > Sam's Throne & Surroundings > Arkansas,https://www.mountainproject.com/route/111714908/wormhole,2.8,Sport,5.10a,1,55.0,35.8447,-93.0459,Face away from the rock as you stem up to the ledge above the first bolt (looks harder than it is~ as long as you find the feet).  Then make a bold move as you grab the ledge~ and bring both feet over to the bolted cliff face.  Shimmy over to the arête to clip the second bolt~ and enjoy the fun climbing to the top with a couple of crux sequences in the middle.  A fun and (somewhat) heady lead for moderate climbers.,6 bolts and anchors. Rebolted with SS by the ARCC in 10/2019.,24
15879,Brunch,Breakfast Wall > Mt. Magazine Proper > Mount Magazine State Park > Arkansas,https://www.mountainproject.com/route/118345298/brunch,3.0,Sport,5.10-,1,65.0,35.16312,-93.64745,"Although a little too late for breakfast~ this is a quality new addition to the wall. Climb easier terrain to a high first bolt and follow the orange streaked arete past a small roof. Above the roof~ the difficulty eases off. Shares anchors with ""Multi-Colored Poptart.""",5 bolts to a 2 bolt anchor~,5
15880,Goggle-eye,Fish Wall > Steel Creek - Upper Buffalo River > Buffalo River Region > Arkansas,https://www.mountainproject.com/route/118225474/goggle-eye,2.8,Sport,5.10-,1,110.0,36.03554000000001,-93.34472,Follows the dihedral clipping the same first four bolts as Fish Butt. The route then trends right across the face through a cruxy series of crimps to good holds. The route then follows a line through a series of airy and tricky bulges.,14 bolts. Fixed anchors.,6
15881,Life is a Journey,Hero Maker Wall > East Main Bluff > Sam's Throne > Sam's Throne & Surroundings > Arkansas,https://www.mountainproject.com/route/112494259/life-is-a-journey,2.0,Trad,5.10-,1,50.0,35.87319,-93.04786999999999,Using your wide crack skills run out the lower slab (a 6 would fit but it's easy). the crack reaches a corner becoming a roof crack with one power move; place gear~ pull move.,Large cams and cordalette for tree anchor.,1
15882,Little Big Man,Valley of The Blind > Sam's Throne & Surroundings > Arkansas,https://www.mountainproject.com/route/112510257/little-big-man,2.0,Trad,5.10-,1,90.0,35.86384,-93.04812,Start back in the deep chimney and with back against the wall climb up 20 feet or so for some gear. Keep working the chimney until the crack starts arching over you. Work your self to the front of the opening~ while plugging gear and approach the lip of the roof. Pull the roof and power through to ledgy territory and belay off a tree.,SR,1
16023,Fruit Bowl,Meat Walls > Cave Creek > Sam's Throne & Surroundings > Arkansas,https://www.mountainproject.com/route/118776535/fruit-bowl,3.0,Sport,5.10c,1,40.0,35.84203,-93.05528000000001,A quality~ slightly overhanging arête feature~ naturally sweetened by a healthy runout above the last bolt.,4 bolts and bolted anchor,1
16024,Gay Mafia,Happy Wall > Fern > Fayetteville Region > Arkansas,https://www.mountainproject.com/route/112908247/gay-mafia,2.0,Sport,5.10c,1,35.0,35.61414,-94.01134,Start up the wall just left of the dihedral on easier moves which give way to thin holds and a difficult reach up to the chains.,4 bolts plus 2 bolt anchor with chains,1
16025,Good Rain,The Far East > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/116972125/good-rain,4.0,Sport,5.10c,1,60.0,36.00394,-93.28376999999999,Stick clip High first bolt. Opening move is a short boulder problem on thin holds. A few good shake spots and then continued climbing to another short lived pull before going for the anchors. There’s a huckleberry shrub about 2/3 of the ways up~ if it’s in season~ enjoy the mid climb snack and save some berries for others. ,7 bolts plus Anchors,4
16026,Gracious Gift,Valley of The Blind > Sam's Throne & Surroundings > Arkansas,https://www.mountainproject.com/route/114030086/gracious-gift,1.7,Sport,5.10c,1,60.0,35.86384,-93.04812,A slabby climb situated between two cracks that will make you think the whole way up. decent rock leads to jugs and a small crooked tree at the anchors.,bolts,3
16027,Green Eggs and Spam,Dead Dog & Energamata Walls > East Main Bluff > Sam's Throne > Sam's Throne & Surroundings > Arkansas,https://www.mountainproject.com/route/105941949/green-eggs-and-spam,3.0,Trad,5.10c,1,70.0,35.87344,-93.04724,Climb the chimney to the base of the offwidth roof.  Pull through~ remembering the wall behind you~ on to easier terrain above.  Pulling another offwidth roof and slopey face gets you the the top of this big route.,Gear to the biggest stuff they make.  Belay on trees and rap to the left on Inherit the Wind's bolts.,3
16028,Gurly Man,Main Wall > North Side > Lake Lincoln > Fayetteville Region > Arkansas,https://www.mountainproject.com/route/106232664/gurly-man,2.0,Trad,5.10c,1,45.0,35.99998,-94.42647,This one is strenuous and hard to find/place gear on. I would think you should be a solid 5.10+ trad leader to try to lead this but I could be wrong. Pulling over the roof may be tough but since there are no anchor bolts on it you have to if you lead it.,Standard gear,2
16029,Hairless Wonder,Hippie Wall > Cave Creek > Sam's Throne & Surroundings > Arkansas,https://www.mountainproject.com/route/113686587/hairless-wonder,1.0,Trad,5.10c R,1,45.0,35.84272,-93.05828000000001,Start on the large flake and follow it until it peters out.  Move through the strenuous but short face section then continue up the crack to the top.  Make an easy traverse out left to use the anchors on top of Sunshine Divine.,SR to a #1 Camalot.  Tree anchor or traverse to Sunshine Divine's bolted anchor,1
16030,In The Crack Or On Your Back,Confederate Cracks > Horseshoe Canyon Ranch > Arkansas,https://www.mountainproject.com/route/110264400/in-the-crack-or-on-your-back,3.6,Trad,5.10c,1,50.0,36.00132,-93.29346,I can't believe this route isn't on Mountain Project! This is a major classic!    The route begins in an easy dihedral with lots of stemming options. After about 20 feet the walls smooth out to form a perfectly blank corner split by a 4-5 inch crack. No faking it. Off width technique is mandatory. Near the top~ the crack widens up and you can wiggle inside a pod and cop a rest before continuing to the chains.,I placed one #2~ one #4 and two #5 Camelots~ and a #4 Helium Friend. You could probably find a #3 Camelot down low. You can place a #6 as well~ though I'm not sure it's worth hauling up. This route is equipped with a bolted anchor.,17
16031,Inherit the Wind,Dead Dog & Energamata Walls > East Main Bluff > Sam's Throne > Sam's Throne & Surroundings > Arkansas,https://www.mountainproject.com/route/105905977/inherit-the-wind,3.5,"Trad, Sport",5.10c,1,65.0,35.87344,-93.04724,Climb the sweet face~ following the bolts.  After the bolts~ climb the vertical crack~ heading up and left to top out.  Great rock.,"5 or 6 bolts~ gear to 1""~ slings.  2 bolt anchor.  Rap or lower.",17
16032,Job 3:25,Chickenhead Wall > East Main Bluff > Sam's Throne > Sam's Throne & Surroundings > Arkansas,https://www.mountainproject.com/route/106145431/job-325,3.3,Sport,5.10c,1,80.0,35.8727,-93.04975,One of the best moderate sport routes at Sam's    Begin on section of rather crumbly rock until you reach a steep headwall. From here a fun v1 boulder sequence gets you through the crux and onward to chicken head bashing up top.    The route used to have a fun little run out at the top but has since been retro bolted and is completely safe.     Classic,Bolts  2 bolt anchor.,32
16173,Cougar Bait,Main Amphitheater > Cougar > North of Town > Steamboat Springs > Colorado,https://www.mountainproject.com/route/107213072/cougar-bait,2.2,Sport,5.12b,1,80.0,40.77052,-106.80768,This route has tempted many a climber over the years; the several leaver biners are a testament to its deviousness. It was bolted as a project years ago and seemingly abandoned and largely forgotten.     Due to the strange placement of a few key bolts~ I believe the route hasn't seen a previous ascent. In July 2011~ the bolts were moved to make the route leadable.    It starts with some 10ish climbing~ then it cruises on easy climbing to the roof. Here starts a series of thuggish boulder problems which continue through the next 3-4 bolts. A mossy jug haul brings you to the anchors.,~10 bolts.,5
16174,Coyote,Twin Owls > Lumpy Ridge > Estes Park Valley > Colorado,https://www.mountainproject.com/route/105764091/coyote,4.0,"Trad, Sport",5.12b R,2,250.0,40.4029,-105.5188,This is an incredible arete pitch which sits just right of the Tiger's Tooth offwidth.  The second pitch is rarely done but makes for a great summit adventure on the Twin Owls.  Approach the first bolt from the left and get ready for the exciting thin crux at the 5th bolt which is very thin.  Runout 5.10 climbing takes you to the first pitch anchor.,All of the bolts and the bolted anchor were replaced with ASCA hardware as of 4/05.,2
16175,Crack House,Little Dude > Golden Gate Canyon SP > Golden > Colorado,https://www.mountainproject.com/route/107816589/crack-house,3.0,Trad,5.12b,1,40.0,39.8622,-105.41205,This powerful climb ascends a very thin roof crack.  Thankfully there are some jugs.  Begin from a right side of a big~ long ledge.  Climb up a short corner to the roof.  Move right out of the corner & onto the face.  A thin crack crux~ protected by Aliens~ leads out the ceiling to reach a jug.  Place stoppers & power out the ceiling on good holds to gain a ledge & the bolt anchor.,"0.5"" - 1.5"" Aliens. Two green~ one-two yellow~ one red~ & one orange. #6~ 8~ 12 stoppers. Lower from two Fixe rings.",1
16176,Crack of Despair,Pup Tent of Solitude > Main Elk Creek > Glenwood Springs > Colorado,https://www.mountainproject.com/route/111941648/crack-of-despair,1.0,Sport,5.12b,1,30.0,39.682959999999994,-107.57728999999999,Crack of Despair is super desperate with a crux that will stymie you. Its moves are hard. This looks like you can jam above crux~ but don't unless you like your hands chewed up by the sharp rock. Just layback on it. Good luck through the crux...feet are key to unlocking the sequence.,4 closely spaced bolts.,1
16177,Crank Du Jour,The Hangdog Cafe > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105757630/crank-du-jour,1.8,Sport,5.12b,1,60.0,39.25794000000001,-105.10235,Hangdog Cafe really splits into three main features as you look at it.  There is a massive roof in the middle~ with mostly vertical walls on either side.  Crank Du Jour is on the right side of the vertical wall to the left of the massive roof. From left to right~ it is the second route on the crag.    This route is really all about a burly boulder problem between the first and second bolts.  Puzzle it out and the route is yours - after the steep crux~ the route turns to pleasant 5.11 vertical climbing.,7 bolts -bring a stick clip for the first bolt.,5
16178,Crossing Over,Greedy Gulch > The Narrows > Poudre Canyon > Fort Collins > Colorado,https://www.mountainproject.com/route/110901389/crossing-over,3.0,Sport,5.12b,1,50.0,40.6763,-105.41991000000002,Crossing Over is sustained and powerful.    P1) 5.12b. Climb the thin crack to the roof~ pull the crux~ and continue to the anchors.,Seven bolts.,3
16179,Crud  aka Unknown near Chud,Middle Ice Caves (CHUD area) > Ice Cave Walls > Rifle Mountain Park > Rifle > Colorado,https://www.mountainproject.com/route/106015569/crud-aka-unknown-near-chud,1.8,Sport,5.12b,1,35.0,39.711690000000004,-107.6925,Not the best route in Rifle but definitely worth a try~ this unnamed route is great for those who are trying to avoid the crowds~ want something unpolished~ or have done everything else.,Five quickdraws~ plus 2 for the anchors.  To lower off the anchors~ you will need at least a 50 meter rope.,6
16180,Crystal Ball,Haus Rock > Keystone a.k.a. Montezuma > Colorado,https://www.mountainproject.com/route/106902164/crystal-ball,3.8,Sport,5.12b,1,50.0,39.60924,-105.91895,On the South side of Haus Rock~ start on an undercling and climb an obvious~ diagonal seam up and right to hanging chains.  An optional and exciting move to a jug past the chains adds a little bit of spice to the experience.  Grabbing the chains to clip the anchors is bad form.  There is also a direct start a few feet to the right of the traditional start which also goes at 12b but is a bit easier.,Fixed chains at the top.,44
